Question,Answer
"안녕하세요 안동여중 1학년 3반 학생입니다 ~~~ ^^ 제 진로는 프로파일러 (범죄심리학자) 로 정해졌는데어떤 과정을 거쳐서 프로파일러가 될수 있는지 궁금해요 예를 들면 특목고나 과학고에 가야한다거나, 대학교는 어떤대학교에 가야하는지, 중학교 고등학교떄 성적은 어느 정도를 유지해야 하는지 같은거요!! 그리고 나중에 자소서 같은거 쓸때 독서활동도 쓸 수 있다던데 제 진로와 관련해 읽어보면 좋을 만한 책에는 어떤게 있을까요 ..... ㅠㅠ자격증은 뭘 따야하는지 뭐 그런 사소한 것도 좀 알려주세요!! 감사합니다 ~~~ ^^","안녕하세요! 사이버 상에서 이렇게 인연이 되어서 반갑습니다.
  무더운 날씨에 몸과 마음이 많이 힘들고 지칠 시기에요. 건강관리 잘 하면서 생활하세요. 
  질문자님은 프로파일러가 되고 싶으시군요. 
  프로파일러란, 프로파일링이 갖는 사전적 의미인 윤곽을 그리는 것과 같이 사건의 윤곽을 그리는 사람을 말합니다. 우리나라 말로는 범죄심리분석관이라고 합니다.
  프로파일러의 신분은 국가공무원인 경찰관이기 때문에 프로파일러가 되기 위해서는 먼저 경찰관이 되어야 합니다. 
  일반적인 방법은 다음과 같습니다. 
  첫 번째 방법은 프로파일러 특채 채용 공고를 보고 지원하는 방법입니다. 프로파일러가 되기 위해서는 심리학과 사회학을 전공하는 것이 유리하고 석사 이상의 학위를 소지한 사람을 우선 채용합니다. 특채로 합격하면 경찰학교에서 교육을 받은 뒤 지방청 과학수사계 등에 배치됩니다. 보통 국립과학수사연구소는 박사학위가 요구되며, 경찰청은 관련 분야 사회학, 임상심리학 등 석사이상으로 구성되어 있습니다.
  두 번째 방법은 경찰공무원 시험에 응시하여 합격을 하여 과학수사대를 지원하고 프로파일러가 되는 법이 있습니다.
  제 답변이 도움이 되었으면 좋겠습니다. 더 궁금한 점이 있으시면 언제나 질문 남겨주세요.
  님의 멋진 미래를 응원하겠습니다. 감사합니다."
"제 장례 꿈 첫순위가 모델인데 어.. 그러니깐 막 패션쇼에서 런웨이 하는 그런 모델말고 쇼핑몰이나 화장품 브랜드, 개인창업 하는 곳에 그런모델이 되고싶은데 제가 그래도 진짜 못생긴편은 아니거든여..ㅠ 저 유튜브도 하는데 구독자도 7000명대에여!!! 근데 혹시나 하면 인신공격이나 제 얼굴에 대해서 욕하시는 분들도 계실꺼 같아서 제 자존감 내려갈까봐 걱정이ㅔ여.. 흙흑흑흑   그리고 제 외모에 대한 콤플렉스가있는데 콧볼이 커서 진짜 고민이거든여.. 근데 막 엄청 큰건 아니고 살짝?.. 좀?.. 큰편인데 전 극 너무 싫어서 셀카 찍을때도 콧볼 보정 엄청 많이 하거든여.. 근데 수술하기엔 부모님이 허락을 안해주시고,. 진짜 너무 고민이에여 모델은 하고싶은데.. 그리고 2번째로 되고싶은거는 나중에 돈 조금 더 모아서 고등학생떄  개인 창업?.. 의류들이나 악세서리 파는 그런 브랜드?.. 를 하나 만들생각이 있는데 개인창업 하는게 쉬운건 아니잖아욥.. 그래서 너무 막막합니다.. 혹시나 망하지는 않을지.. 진짜 너무 막막하네여ㅜ","안녕하세요. 사이버상담위원입니다.
쇼핑몰, 화장품 브랜드, 개인창업몰 등에서 모델을 하고 싶은 학생이군요. 아직 어린 나이에 유튜브 크리에이터로도 활동하는 적극적인 학생이군요. 자신의 관심분야와 진로에 대해 벌써부터 열심히 노력하는 모습이 아주 보기 좋습니다. 크리에이터로 활동하니 여러 가지 댓글로 고민도 있겠지요. 그러나 미리 악플 때문에 너무 걱정할 필요는 없을 것 같아요. 자신의 소신과 주관을 가지고 꾸준히 활동하기를 바랍니다.

 그리고 모델은 업체의 상품을 잘 표현하는 것이 중요한 역할입니다. 평소에 다양한 표정연습과 포즈 연습을 해두는 것이 좋습니다. 다양한 분야에서 활동하고 있는 모델들의 활동 영상을 참고해서 자신만의 개성과 매력을 만들어가는 자세가 필요합니다. 그러면 반드시 좋은 결과 있으리라 생각합니다.

요즘 청년 창업을 하는 사람들이 많이 있습니다. 아직 중학생이니 소규모 창업성공기 또는 창업실패기, 창업아이템, 창업지원사업 등 다양한 정보를 알아보고 공부하는 자세가 필요합니다. 서두르거나 조급해 하지 말고 자신의 관심 분야에 대해 정보수집과 다양한 경험을 통해 준비해 보기 바랍니다."
"제가 동물을 돌보거나 수의사를 진로로 할려면 어느 고등 학교 , 대학교에 가야하고 무슨과로 가야되나요? 그리고 지원 자격이나 하면 좋은것들 좀 알려주세요그라고 경찰을 진로로 할려면 어느 고등학교 , 대학교로 가야되는지 알려주세요 무슨 과로 가야되는지로 궁금하고 어떤걸 히면 좋을지 ,무슨 공부를 해야되는지 알려주세요 지원 자격두용","1. 수의사가 되려면 수의예과가 있는 대학에 입학을 해야 합니다. 전국에 10개 대학교(4년제)에 수의과가 개설되어 있습니다. 의과대학에는 못미치지만 공부를 굉장히 잘 해야 합니다. 30명 기준 고등학교 학급이라면 3등 정도는 해야 한다고 생각하면 됩니다. 동물 관련 학과는 4년제 대학교 뿐만 아니라 전문대학교에도 많이 개설되어 있습니다. 대학에 대한 자세한 정보는 '어디가(adiga.kr)' 사이트를 방문하면 다양한 정보(입시결과 포함)를 확인할 수 있습니다.2. 경찰이 되려면 크게 두 가지 길이 있습니다. 우선 경찰대학을 졸업하여 간부급(파출소장 급)로 부임하는 경우가 있습니다. [자세한 내용은 경찰대학 홈페이지 참고] 다음으로 경찰공무원시험에 합격하여 순경으로 공무원직을 수행하는 경우입니다. [경찰청 홈페이지에서 채용공고를 참고하면 상세한 내용을 알 수 있습니다. 채용절차는 자체 필기시험(필수2, 선택3과목), 신체, 체력, 적성, 면접시험을 거쳐 최종 선발됩니다.]3. 어떤 길을 택하든 중학교 과정에서는 준비하는 것이 크게 다르지 않습니다. 국영수 중심으로 교과 공부를 충실히 하다가 고등학교 진학을 결정하는 중3이나 고등학교 시절을 거치면서 자신의 역량을 객관적으로 판단한 다음 진로 결정을 내려야 합니다. 그 과정에서 담임샘이나 진로샘의 도움을 많이 받기를 권장합니다."
안녕하세요? 저는 중1학생 이승현이라고 합니다.제 꿈은 한의사 입니다.그래서 한의사에 대하여 알고싶습니다.한의사가 되려면 무엇을 공부해야 하나요?그리고 경희대학교 한의과 대학에 가려면 성적은 몇등급이어야 하는지 궁굼하고 한의사는 얼마를 버는지가 궁금합니다. 그리고 한의사를 하면 어떤 점이 힘든지도 궁금합니다.,"안녕하세요~경상북도교육청 사이버 상담원 입니다. 
한의사가 꿈이시라고 하니 영광이며 이렇게 진로에 대한 고민이 되어 방문해주셔서 감ㅅ다ㅡ립니다.
우선 한의사가 되려면 한의사 면허가 있어야 하고 면허는 국가고시를 통과해야하는데
국가고시 응시요건이 한의과대학 졸업입니다.따라서 (부산 한의전을 포함한) 한의대를 졸업해야 한의사가 될 수 있겠습니다.
한의사는 국내 한의학대학(또는 한의학전문대학원)을 졸업하고 한의사국가시험에 합격하여 보건복지부 장관의 면허를 받아 법적자격을 획득한 자를 말합니다. 노인인구 및 만성질환자가 늘어나고 웰빙문화에 맞추어 자연주의 치료요법이 각광을 받으면서 한방수요가 증가하고 있으며, 건강관리, 비만관리 등 한방진료영역 또한 점차 확대되고 있는 추세다. 또한 서양에서도 대체의학으로 한의학을 주목하고 있어 해외진출의 전망도 밝을것으로 예상됩니다.
주요업무로는  의사는 한방의료와 한방보건지도를 주요 업무로 한다. 한의사는 인간의 질병, 장애, 상해를 한방적인 방법으로 진단 · 치료 · 처방하고 환자가 원하는 수준의 건강생활을 유지하는 데 필요한 한의학적 상담을 제공하고 있습니다.
한의사의 힘든점은 환자나 보호자를 상대하는 의료행위다 보니 의료정신이라든지 봉사정신이 투철해야 한다고 할 수 있으며 환자를 건강한사람으로 돌보는 사명감도 있어야 된다고 생각합니다. 
한의사의 연봉은 물론 이 한의사의 연봉과 월급은 두 가지 유형으로 나누어집니다. 취업을 하거나 한의원을 차렸을 때로 보시면 됩니다. 취직의 경우는 연봉은 6000만 원 이상 벌고 월평균 500만 원 정도 번다고 아시면 됩니다. 한의원을 개업했을 경우는 물론 인지도와 능력에 따라서 달라지지만 개별로 다르겠지만 월평균 1000만 원 이상을 번다고 참고하시면 되겠습니다.
한의사가 되기 위해 노력해야 할 점은 한의대에 입학하기 위해 현재 중학교 1학년이기 때문에 학업에 충실히 하는 방법이 있을 수 있습니다. 현재 공부하고 있는 교과목 및 국영수기초과목 등급을 열심히 공부하여 꾸준히 고등학교 3학년때 까지 한의사의 꿈을 향해 노력한다면  무난히 한의사의 꿈을 이룰 수 있을 것이라고 생각합니다.
성적은 학교마다 다르겠지만 한의학과에 입학하기 위해서는 수능 1등급, 내신1등급등 우수한 성적을 받아야 될 것 같습니다. 
꿈은 이루어 진다는 말이 있습니다. 꿈꾸는 자와 노력하는 자는 반드시 성공할 것이라고 생각합니다. 한의사가 되고자 하는 꿈을 잃지 마시고 노력하시기 바랍니다.
또 진로에 대해 언제든지 문의사항이 있으면 상담실을 방문해 주시기 바랍니다."
도와주세요,"안녕하세요?
교육넷 사이버상담실을 방문해 주어서 고맙습니다.
무엇을 도와주어야 할지 ???
진로 상담 영역을 담당하므로 진로와 관련하여 이야기 하나 들려 줄께요...

신 토끼와 거북이 이야기를 들어보았나요?
옛날 토끼와 거북이 경주에서 토끼가 거북이에게 지고나서 너무 화가 나서 다시 경주하자고 거북이를 졸랐답니다.
거북이가 졸리다 못해 허락을 하는데, 경기장을 변경할 것을 조건으로 내어 놓았답니다.
언덕을 내려가서 물을 건너 반대편 언덕을 오르는 코스를 정하였답니다. 그럼 누가 이겼을까요?
세상이 많이 바뀌었습니다. 즉 경기장이 변하고 있습니다. 
그렇다면 경주를 하는 전략도 바뀌어야 하지 않겠습니까???
이제는 안정적인 직업이라는 말이 없어지고 있습니다.
학벌의 중요성도 점차 없어지고 있습니다.
이제는 직업을 찾을 때 제일 먼저 생각해야 할 것이 내가 잘 할 수 있는 일인가? 이고, 다음으로는 내가 좋아하는 일인가?입니다.
돈을 잘 벌지 못해도 행복할 수 있고, 일이 힘들어도 즐거울 수 있고, 내가 아니면 할 수 없다는 자부심을 가질 수 있는 일을 한다면 아주 좋은 직업입니다.
직업을 단순히 돈을 벌기 위한 것으로 여겨서는 불행합니다. 직업을 통하여 자기 이상을 실현할 수 있는 일을 찾는다면 행복한 직업인이 될 것입니다.
. 
꿈은 이루어집니다. 
진로선생님을 찾아 뵙고 상담을 하기도 하고,
인터넷을 활용하여 '커리어넷', '워크넷'을 검색해보면 진로심리 검사를 할 수 있는 사이트를 찾을 수 있습니다. 회원으로 가입하여 진로에 대하여 다양하게 확인을 해 보고, 자기의 적성과 흥미를 정확하게 알아보고 정말 좋아하고 잘할 수 있는 일을 찾아보기 바랍니다.
그리고 꿈을 꼭 찾아서 그 꿈을 위하여 열심히 노력하기를 바랍니다.
상담실을 노크해 주어서 다시 한 번 감사합니다."
저는 의사가 되고 싶은데 어떻하죠?그럼 어느고등학교를 가야하나요?,"안녕하세요? 사이버 상담교사 김복란입니다. 
의사가 되려면 따로 정해져서 가야 하는 고등학교는 없습니다. 내신 성적이나 개인의 상황에 맞춰 좀 더 유리한 조건은 있겠지만요. 일단 의과대학을 진학하기 위해서는 내신 성적과 수능 성적 같은 기본성적이 상당히 좋아야 합니다. 
다시 말해서 의대에 가려면 특목고, 자사고, 외고, 과학고, 일반고 어디든 가능합니다.
어떤 고등학교에 가느냐 보다는 어떤 학과를 위해 어느 정도 노력했는지가 중요합니다.
그리고 의대를 가려면 전 과목을 다 잘 해야 합니다... 수학, 생물, 화학을 위주로 공부를 열심히 하면 도움이 되겠습니다.
 일찍 진로의 방향을 잡았으니 의사가 되어, 하고 싶은 일도 설계하면서 지금부터 착실하고 꾸준하게 꿈을 이루시길 축복합니다. 


<참고> 
인문고: 인문계에 속하는 고등학교 
특목고: 교육 내용 중 특정한 과목에 우수한 인재를 뽑아 육성하는 것을 목적으로 삼은 인         문계 고등학교(과학고, 외국어고)
특성화 고등학교: 교과 과정 중 특정한 과목을 집중적으로 학습할 수 있도록 시설과 인력         을 갖추고 있는 실업계 고등학교
자사고: ‘자율형 사립 고등학교’의 줄임말. 학교별로 다양하고 개성 있는 교육 과정을 실시하기 위해 만들어진 사립 고등학교."
역도말고 잘하는게 없는데 역도 그만두면 어떡하죵 ㅠ ?,"안녕하세요? 이렇게 온라인상에서 질문자님과 마주하게 되어 반갑습니다. 
질문자님은 “역도 말고 잘하는 게 없는데 역도 그만두면 어떡하죠?”라고 물으셨네요.
역도 말고는 잘하는 게 없다니 질문자님은 역도 실력이 아주 좋은가 보네요. 사람들에게 크게 인기 있는 종목도 아니고 무엇보다 자신과 싸워서 이겨야하는 외로운 운동인데도 역도를 잘한다니 질문자님은 좋은 체력과 인내심, 끈기를 두루 갖추고 있는 모양입니다. 

질문자님은 역도 말고는 잘하는 것이 없다고 했는데, 자신에 대해서 곰곰이 되짚어 생각해 보기를 권합니다. 질문자님이 남에게 칭찬을 받거나 인정받았던 일에 대해서 글로 적어보세요. 작고 사소한 것까지도 모두 적어보세요. 또 친한 친구나 가족들에게도 물어보면 미처 자신은 모르고 있던 부분을 찾을 수도 있겠지요. 그렇게 하다보면 질문자님이 역도 외에도 잘하는 게 꽤 많다는 것을 알 수 있을 거라고 생각해요.

질문자님은 잘하는 역도를 그만두려고 고민 중인가 보네요. 질문자님이 역도를 그만 두려는 이유는 알 수 없지만, 그만두겠다는 생각이 드는 것은 잘했지만 좋아하지는 않는다는 뜻이 될 수도 있겠지요? 그런데 질문자님은 역도를 잘했을까요? 좋아했을까요? 잘하고 또 좋아했을까요? 대부분 사람들은 잘하는 것과 좋아하는 것을 잘 구분하지 않지요. 잘하는 것은 결과에 대한 대가를 얻게 되지만, 좋아하는 것은 대가가 없어도 보람과 기쁨, 행복 등을 느끼게 된답니다.

역도를 그만두면 어떻게 할지를 고민하기 보다 질문자님이 평소 무엇을 좋아하는지를 먼저 알아보기를 권하고 싶네요. 잘하는 일을 좋아하기는 어렵지만, 좋아하는 일을 잘하기는 좀더 쉽겠지요? 좋아하는 일을 하게 되면 쉽게 지치지도 않고, 성취감도 느끼게 되어 행복해지니까 더 열심히 하게 되어 결국 잘하게 될테니까요. 역도를 잘하면서 또 좋아하는 경우라면, 역도 외에도 중량을 이용하는 종목으로 보디빌딩, 웨이트트레이닝, 파워리프팅 등도 있으니 생각해 보면 좋겠어요. 

질문자님의 물음에 작으나마 도움이 되었는지 모르겠네요. 이후에도 궁금한 점이 있으면 또 질문 올려주세요. 역도를 할 때의 끈기와 인내심으로 자신 안에 감춰진 보화를 샅샅이 찾아낼 수 있기를 응원합니다. 

상담자 김순란"
저는 중.고등학교 선생님이 되고 싶은데 어떤 학교를 가야하는지 모르겠어요그리고 중.고등학교 선생님이 되려면 어떤 공부를 해야하나요?또 선생님이 된다면 어떤 일들을 하나요?제가 직업에 대해 많이 몰라서 어떻게 해야 할지 감이 잡히지 않아요.질문에 관한 것 말고도 선생님에 관한 것을 알려주세요!,"안녕하세요! 만나서 반갑습니다!
교사라는 직업에 관심을 가지고 있군요^^
교사라는 직업은 미래 사회에서도 그 가치가 중요한 직업의 하나라고 볼 수 있습니다!
학교에서 가르치는 것이 공부뿐만이 아니라, 사회성 등 다양한 분야를 가르치기 때문이죠.
중 고등학교 교사가 되기 위해서는 우선 질문자님이 중학생이라는 것을 전제로 말씀 드리겠습니다~
고등학교는 일반 인문계 고등학교로 진학하는 것이 낫겠죠?
교사가 되기 위해서 대학교 진학을 해야 하기 때문에 인문계 고등학교에서 좋은 성적을 받는 것이 중요합니다.
고등학교에서 좋은 성적을 바탕으로 생각해보아야 되는 부분은 어떤 과목의 교사가 될 것인지 입니다.
중 고등학교의 경우 초등학교와 달리 어떤 교과목을 가르치는 지에 따라서 국어교사가 될 수도 있고 수학교사가 될 수도 있습니다!
그렇기 때문에 자신이 어떤 과목을 가르치고 싶고 관심이 있는지에 관하여 꼭 알아보기를 바랍니다.
결정이 되었다면 각 대학교에 있는 사범대학에 있는 OO교육학과에 진학하면 됩니다. 보통 OO은 국어교육학과, 수학교육학과, 영어교육학과 등으로 나뉘어져 있습니다. 여기서 일정 수업을 이수해야지만 졸업하면서 해당 교과목 교원자격증을 받을 수 있습니다.
사범대학은 대학교 안에서 교사가 될 수 있는 과들이 몰려있는 곳입니다. 이 곳에서 질문자님이 되고자 하는 과목 학과에 진학을 해야지만 교원자격증을 취득할 수 있다는 점 꼭 기억하기를 바랍니다.
선생님이 되면 학생들 가르치는 일이 가장 첫 번째입니다. 물론, 학교에 근무를 하게 된다면 가르치는 일 뿐만이 아니라 학생들을 관리하고 인성이라든지 사회성과 같은 보이지 않는 것들을 기를 수 있도록 도움도 줄 수 있어야 된답니다. 과거에는 가르치는 것만이 교사의 일이었다면 현대 사회에서는 그 외에 업무 등이 많으니, 다양한 능력을 요구받을 수 있습니다^^
대학 졸업 후 교사가 되기 위해서는 임용고사를 봐야 됩니다. 임용 시험이라고 보통 많이들 이야기하는데 본인이 받게 되는 해당 교과목 시험에 응시를 하고 1차 필기시험, 2차 면접 및 수업시연 등을 통해서 합격을 하면 중 고등학교 교사가 될 수 있습니다!
혹시라도 또 다른 질문이 있으면 남겨주면 답변드리겠습니다^^ 열심히 공부해서 꼭 질문자님이 원하는 교사가 될 수 있기를 바랍니다."
전 중1인데  초등학교 선생님이 되고 싶어요.초등학교 선생님이 되려면 어떻게 해야될가요? : 무슨 학교를 가야할까요? 무슨 과를 가야할까요?,"안녕하세요!
 무더워진 날씨에 공부하기 힘드시죠? 교사라는 직업에 관심이 많군요. 초등학교 교사가 되기 위한 꿈을 가지고 노력하시는 모습이 너무 보기 좋습니다. 교사 중에서도 초등학교 교사가 되고 싶으시군요. 초등학교 교사가 되는 방법은 하나 밖에 없어요.
 바로 교육대학교에 입학하고 졸업하여 초등 임용고시에 응시하여 합격하는 것입니다. 교대육대학교 졸업 후 초등 임용고시에 합격하면 초등학교 선생님으로 발령받는 것입니다. 교육대학교를 줄여서 교대라고 해요. 초등학교 선생님은 교대를 입학하는 것 말고는 다른 방법이 없기에 요즘 교대 입학 경쟁이 조금 치열한 것도 사실입니다. 교대에 입학하기 위해 어떤 고등학교에 진학해야 한다는 것을 없습니다. 자신이 소속된 고등학교에서 열심히 노력하여 교대에 지원하면 됩니다. 
 우리나라에는 11개의 교육대학교가 있습니다. 경인교육대학교, 경인교육대학교(경기캠퍼스), 공주교육대학교, 광주교육대학교, 대구교육대학교, 부산교육대학교, 서울교육대학교, 전주교육대학교, 진주교육대학교, 청주교육대학교, 춘천교육대학교 등이 있습니다. 저 중에서 질문자님이 원하시는 교대에 지원하시면 됩니다. 교대는 지원할 때 전공하고 싶은 과를 정해서 지원하지 않습니다. 초등은 전 과목을 선생님이 가르치기에 심화과정으로 내가 더 공부하고 싶은 분야를 선택할 뿐 입학할 때 전공을 따로 정하지 않습니다. 입학 후 심화과정을 선택할 뿐입니다. 
 제 답변이 도움이 되었으면 좋겠습니다. 혹시 더 궁금한 것이 있으면 질문 남겨주세요.
 꿈을 향해 노력하는 질문자님의 밝은 미래를 응원합니다."
초등 교사가 되고 싶은데 될려면 어느 학교가 좋은지 어떤 학과를 가야하는지 학교에서 공부를 얼마나 잘해야 하는지 궁금해요,"안녕하세요. 내친구교육넷 사이버상담위원입니다. 초등학교 교사가 되고 싶으신가 봐요. 초등학교교사는 초등학교에서 어린이들에게 교과목을 가르치고 바른 인성과 품행을 가지도록 교육 합니다. 초등학교는 학급담임을 맡은 교사가 자신의 학급학생들에게 도덕, 국어, 사회, 수학, 과학, 체육, 음악, 미술 및 실과, 영어 등 초등학교 전 교과목을 모두 가르치는 것이 일반적이며 초등학교교사의 핵심 업무는 교과지도 및 생활지도라고 할 수 있습니다. 학교의 교육계획과 수업일수 등을 고려하여 각 교과목의 학습계획안을 작성하고, 이에 맞게 교재 연구 및 교수·학습 자료를 준비하여서 대부분의 수업은 교실에서 이루어지지만 과학, 체육, 음악 교과는 과학실, 운동장, 체육관, 음악실 등에서 수업하기도 합니다. 교과목에 따라 실험·실습을 하거나 현장체험학습, 야외수업을 통해 학생들의 학습 흥미를 높이도록 합니다. 방과 후에는 학습부진아를 지도하기도 하며 학습 과제물을 검사하고, 시험문제를 출제한 후 학습평가를 준비하며 또한, 초등학생은 아직 사회성이 충분히 길러지지 않은 연령이므로 학생들이 원만한 친구관계를 맺고 다른 사람과 더불어 생활하는 법과 안전사고 및 폭력 예방, 성교육, 기본 생활 습관, 급식지도, 등·하교 지도 등의 생활지도가 학습지도만큼이나 중요합니다. 이 때문에 학교생활, 가정생활, 교우관계 등에 대해 학생 및 학부모와 상담을 하기도 합니다. 이외에 학생들의 전학, 입학, 출석사항 관리, 생활기록부 관리, 학부모에게 보내는 가정통신문 준비 등의 담임업무를 하며, 교무기획부, 교육과정부, 방과후 교육부, 과학정보부, 교육연수부, 생활체육부 등으로 나뉘어 담당 업무를 수행하는 등 교육과정의 편성 및 운영에 참여하고 교직원회의에 참석해야 하지요. 먼저 초등학교 선생님이 되기 위해서는 일반고(인문계고) 진학 후 교육대학교에 진학하시면 됩니다. 현재는 초등학교 선생님이 상당히 인기가 많은 직종이여서 인문계고등학교에서 반에서 최상위 수준(1등~3등 수준) 이상을 꾸준히 유지하셔야 입학이 될 것 같습니다. 공부는 지금부터 해도 늦지 않습니다. 초등학교교사가 되기 위해선 우선 전국의 10개 교육대학교 또는 한국교원대, 이화여자대학교의 초등교육과에 진학해야 하며 이곳에서는 교육 현장을 이해하기 위한 이론, 교육행정, 생활지도에 대한 내용과 각 교과목을 효과적으로 가르치기 위한 교수법, 교재연구 등에 대해 교육하며, 졸업과 동시에 초등학교 2급 정교사 자격이 주어진다. 1급 정교사는 초등학교 2급 정교사 자격을 가진 자로 3년 이상의 교육경력을 가지고 소정의 재교육을 받거나 2급 정교사 자격증을 가지고 교육대학원 등에서 초등교육과정을 전공하여 석사학위를 받은 자로서 1년 이상의 교육경력이 있으면 취득할 수 있습니다. 그리고 초등교사의 꿈을 이루기 위하여 대학졸업후 재입학하여 공부를 새로 하셔서 교육대학에 입학하신 후 초등학교 선생님이 되신 분들도 많습니다. 그리고 어느 학교가 좋은지는 교육대학의 특성들이 조금씩 다르며 초등교사를 양성하는데 주목적을 두고 있기 때문에 기본적으로 흥미유형에서는 사회형으로 다른 사람들을 교육시키고, 발달시키며, 치료해주기 위한 활동들을 선호는 교육대학을 선택하면 될 것입니다. 아울러 물리적, 생물학적, 문화적 현상에 호기심을 가지고 관찰하는 것을 즐기는 탐구형의 흥미유형을 지닌 사람에게 적합한 교육대학을 찾기 바랍니다. 자신이 가지 않은 길에 대해 후회하지 않도록 부지런히 꿈에 대해 알아봅시다. 그리고 알아본 정보나 자료를 바탕으로 꼼꼼히 살피면서 결정하시길 바랍니다. 자신의 미래를 위해 시간과 노력을 쏟아보는 경험은 지금 무엇을 해야 할지 알려주는 나침반이 되어줄 것입니다. 친구가 정말로 바라는 원하는 꿈이 이루어지길 바라며 답변이 미흡하지는 않았나요? 또 다른 고민이 있다면 언제든지 사이버상담에 고민을 올려주시면 친절히 답변해 드리겠습니다.~~^.^"
"초등학교 교사로 진로를 잡고 있습니다. 예체능을 제외한 대부분의 과목 성적이 높은 편입니다. 제가 초등학교 교사가 될 수 있나요? 만약 초등학교 교사가 될 수 있다면, 어느 고등학교를 가야 하나요? 대학교에서 무슨 학과를 가야 하나요? 대학원은 가야 하나요? 대학교에서 현직 교사가 되려면 무슨 절차를 밟아야 하나요? 질문합니다.","1. 교육대학교는 전과목 성적을 반영합니다. 예체능은 대체로 A~C 등급별 각 1점 정도씩 차이를 두고요, 다른 교과목은 9등급으로 나누어 대략 0.5점씩 차이를 둔다고 보면 무난합니다. 일반 대학과는 달리 전과목을 반영하므로 국영수사과 중심이 아닌 전 과목을 고루 잘 해야 합니다. 2. 일반 대학들도 내신성적이 중요하지만, 교대는 특히 내신성적이 높습니다. 대부분 지원학생들의 내신평균이 2점을 넘지 않는다고 보면 됩니다. 따라서 굳이 학생이 고등학교를 택한다면 내신을 고루 잘 딸 수 있는 고등학교를 택해야겠지요. 일단은 중학교 교과의 기초를 탄탄하게 다지는 자기주도학습을 습관화시켜야 합니다. 그 다음 수시로 진로 샘이나 담임 샘과의 면담을 통해서 자신의 학습 능력이나 의지를 점검해야 합니다.3. 초등교사가 되려면 교육대학교를 가야하는데, 이러한 교대는 따로 전공을 택해서 입학하는 것은 아닙니다. 중등교사와는 다르게 초등교사는 전공이 따로 지정되지는 않습니다. 초등 샘들이 모든 과목을 가르치시는 걸 생각해 보면 이해가 될 겁니다. (중학교나 고등학교 샘들은 자기 전공 과목만 가르칩니다. 예를 들면 국어 샘은 국어만 가르친다고 생각하면 됩니다. 반면에 초등 샘들은 국어, 사회, 과학 등 전 과목을 가르칩니다.)4. 교육대학교를 졸업하고 임용시험에 응시해서 합격하면 현직 교사가 됩니다. 해마다 필요로 하는 초등 교사 수를 교육청에서 공고하고 여러 단계를 거치는 임용 시험을 치르는데, 이 과정을 통과해야 합니다."
